,Usecase,Parameter,Parameter Value,Obj Value,Runtime
86,Medium,CliqueCuts,1,599.776664964801,0.08699989318847656
87,Medium,CliqueCuts,2,599.776664964801,0.0989999771118164
88,Medium,CoverCuts,-1,599.776664964801,0.08999991416931152
89,Medium,CoverCuts,0,599.776664964801,0.10100007057189941
90,Medium,CoverCuts,1,599.776664964801,0.08599996566772461
91,Medium,CoverCuts,2,599.776664964801,0.08100008964538574
92,Medium,FlowCoverCuts,-1,599.776664964801,0.08299994468688965
93,Medium,FlowCoverCuts,0,599.776664964801,0.15000009536743164
94,Medium,FlowCoverCuts,1,599.776664964801,0.11899995803833008
95,Medium,FlowCoverCuts,2,599.776664964801,0.09200000762939453
96,Medium,FlowPathCuts,-1,599.776664964801,0.10100007057189941
97,Medium,FlowPathCuts,0,599.776664964801,0.0820000171661377
98,Medium,FlowPathCuts,1,599.776664964801,0.08800005912780762
99,Medium,FlowPathCuts,2,599.776664964801,0.10800004005432129
100,Medium,GUBCoverCuts,-1,599.776664964801,0.07899999618530273
101,Medium,GUBCoverCuts,0,599.776664964801,0.11300015449523926
102,Medium,GUBCoverCuts,1,599.776664964801,0.08699989318847656
103,Medium,GUBCoverCuts,2,599.776664964801,0.07700014114379883
104,Medium,ImpliedCuts,-1,599.776664964801,0.09500002861022949
105,Medium,ImpliedCuts,0,599.776664964801,0.08299994468688965
106,Medium,ImpliedCuts,1,599.776664964801,0.08599996566772461
107,Medium,ImpliedCuts,2,599.776664964801,0.08099985122680664
108,Medium,InfProofCuts,-1,599.776664964801,0.08699989318847656
109,Medium,InfProofCuts,0,599.776664964801,0.08100008964538574
110,Medium,InfProofCuts,1,599.776664964801,0.08499979972839355
111,Medium,InfProofCuts,2,599.776664964801,0.0840001106262207
112,Medium,LiftProjectCuts,-1,599.776664964801,0.08699989318847656
113,Medium,LiftProjectCuts,0,599.776664964801,0.08599996566772461
114,Medium,LiftProjectCuts,1,599.776664964801,0.08700013160705566
115,Medium,LiftProjectCuts,2,599.776664964801,0.08000016212463379
116,Medium,MIPSepCuts,-1,599.776664964801,0.0820000171661377
117,Medium,MIPSepCuts,0,599.776664964801,0.08100008964538574
118,Medium,MIPSepCuts,1,599.776664964801,0.08300018310546875
119,Medium,MIPSepCuts,2,599.776664964801,0.11500000953674316
120,Medium,MIRCuts,-1,599.776664964801,0.08499979972839355
121,Medium,MIRCuts,0,599.776664964801,0.08800005912780762
122,Medium,MIRCuts,1,599.776664964801,0.08899998664855957
123,Medium,MIRCuts,2,599.776664964801,0.08999991416931152
124,Medium,ModKCuts,-1,599.776664964801,0.08299994468688965
125,Medium,ModKCuts,0,599.776664964801,0.08100008964538574
126,Medium,ModKCuts,1,599.776664964801,0.0840001106262207
127,Medium,ModKCuts,2,599.776664964801,0.09299993515014648
128,Medium,NetworkCuts,-1,599.776664964801,0.0840001106262207
129,Medium,NetworkCuts,0,599.776664964801,0.09200000762939453
130,Medium,NetworkCuts,1,599.776664964801,0.12100005149841309
131,Medium,NetworkCuts,2,599.776664964801,0.08099985122680664
132,Medium,ProjImpliedCuts,-1,599.776664964801,0.09800004959106445
133,Medium,ProjImpliedCuts,0,599.776664964801,0.15999984741210938
134,Medium,ProjImpliedCuts,1,599.776664964801,0.08500003814697266
135,Medium,ProjImpliedCuts,2,599.776664964801,0.07899999618530273
136,Medium,PSDCuts,-1,599.776664964801,0.07999992370605469
137,Medium,PSDCuts,0,599.776664964801,0.08700013160705566
138,Medium,PSDCuts,1,599.776664964801,0.08299994468688965
139,Medium,PSDCuts,2,599.776664964801,0.08700013160705566
140,Medium,RelaxLiftCuts,-1,599.776664964801,0.08899998664855957
141,Medium,RelaxLiftCuts,0,599.776664964801,0.08500003814697266
142,Medium,RelaxLiftCuts,1,599.776664964801,0.07699990272521973
143,Medium,RelaxLiftCuts,2,599.776664964801,0.10899996757507324
144,Medium,RLTCuts,-1,599.776664964801,0.08299994468688965
145,Medium,RLTCuts,0,599.776664964801,0.07899999618530273
146,Medium,RLTCuts,1,599.776664964801,0.09000015258789062
147,Medium,RLTCuts,2,599.776664964801,0.08599996566772461
148,Medium,StrongCGCuts,-1,599.776664964801,0.0840001106262207
149,Medium,StrongCGCuts,0,599.776664964801,0.24399995803833008
150,Medium,StrongCGCuts,1,599.776664964801,0.23000001907348633
151,Medium,StrongCGCuts,2,599.776664964801,0.18400001525878906
152,Medium,SubMIPCuts,-1,599.776664964801,0.08500003814697266
153,Medium,SubMIPCuts,0,599.776664964801,0.09400010108947754
154,Medium,SubMIPCuts,1,599.776664964801,0.08799982070922852
155,Medium,SubMIPCuts,2,599.776664964801,0.09200000762939453
156,Medium,ZeroHalfCuts,-1,599.776664964801,0.08599996566772461
157,Medium,ZeroHalfCuts,0,599.776664964801,0.12000012397766113
158,Medium,ZeroHalfCuts,1,599.776664964801,0.0710000991821289
159,Medium,ZeroHalfCuts,2,599.776664964801,0.07800006866455078
160,Large,BQPCuts,-1,644.067357975807,0.11800003051757812
161,Large,BQPCuts,0,644.067357975807,0.11299991607666016
162,Large,BQPCuts,1,644.067357975807,0.2200000286102295
163,Large,BQPCuts,2,644.067357975807,0.13499999046325684
164,Large,CliqueCuts,-1,644.067357975807,0.11800003051757812
165,Large,CliqueCuts,0,644.067357975807,0.11299991607666016
166,Large,CliqueCuts,1,644.067357975807,0.11700010299682617
167,Large,CliqueCuts,2,644.067357975807,0.12999987602233887
168,Large,CoverCuts,-1,644.067357975807,0.1099998950958252
169,Large,CoverCuts,0,644.067357975807,0.10400009155273438
170,Large,CoverCuts,1,644.067357975807,0.12599992752075195
171,Large,CoverCuts,2,644.067357975807,0.1119999885559082
172,Large,FlowCoverCuts,-1,644.067357975807,0.10500001907348633
173,Large,FlowCoverCuts,0,644.067357975807,0.11599993705749512
174,Large,FlowCoverCuts,1,644.067357975807,0.14499998092651367
175,Large,FlowCoverCuts,2,644.067357975807,0.10600018501281738
176,Large,FlowPathCuts,-1,644.067357975807,0.125
177,Large,FlowPathCuts,0,644.067357975807,0.24300003051757812
178,Large,FlowPathCuts,1,644.067357975807,0.15599989891052246
179,Large,FlowPathCuts,2,644.067357975807,0.12800002098083496
180,Large,GUBCoverCuts,-1,644.067357975807,0.10299992561340332
181,Large,GUBCoverCuts,0,644.067357975807,0.09599995613098145
182,Large,GUBCoverCuts,1,644.067357975807,0.14699983596801758
183,Large,GUBCoverCuts,2,644.067357975807,0.15999984741210938
184,Large,ImpliedCuts,-1,644.067357975807,0.20199990272521973
185,Large,ImpliedCuts,0,644.067357975807,0.1830000877380371
186,Large,ImpliedCuts,1,644.067357975807,0.2330000400543213
187,Large,ImpliedCuts,2,644.067357975807,0.09999990463256836
188,Large,InfProofCuts,-1,644.067357975807,0.09400010108947754
189,Large,InfProofCuts,0,644.067357975807,0.10800004005432129
190,Large,InfProofCuts,1,644.067357975807,0.09800004959106445
191,Large,InfProofCuts,2,644.067357975807,0.10300016403198242
192,Large,LiftProjectCuts,-1,644.067357975807,0.10299992561340332
193,Large,LiftProjectCuts,0,644.067357975807,0.14299988746643066
194,Large,LiftProjectCuts,1,644.067357975807,0.10599994659423828
195,Large,LiftProjectCuts,2,644.067357975807,0.10799980163574219
196,Large,MIPSepCuts,-1,644.067357975807,0.08899998664855957
197,Large,MIPSepCuts,0,644.067357975807,0.10699987411499023
198,Large,MIPSepCuts,1,644.067357975807,0.09400010108947754
199,Large,MIPSepCuts,2,644.067357975807,0.1809999942779541
200,Large,MIRCuts,-1,644.067357975807,0.0989999771118164
201,Large,MIRCuts,0,644.067357975807,0.08700013160705566
202,Large,MIRCuts,1,644.067357975807,0.11700010299682617
203,Large,MIRCuts,2,644.067357975807,0.11699986457824707
204,Large,ModKCuts,-1,644.067357975807,0.10800004005432129
205,Large,ModKCuts,0,644.067357975807,0.09000015258789062
206,Large,ModKCuts,1,644.067357975807,0.1100001335144043
207,Large,ModKCuts,2,644.067357975807,0.10199999809265137
208,Large,NetworkCuts,-1,644.067357975807,0.10899996757507324
209,Large,NetworkCuts,0,644.067357975807,0.11299991607666016
210,Large,NetworkCuts,1,644.067357975807,0.13399982452392578
211,Large,NetworkCuts,2,644.067357975807,0.13900017738342285
212,Large,ProjImpliedCuts,-1,644.067357975807,0.10199999809265137
213,Large,ProjImpliedCuts,0,644.067357975807,0.11900019645690918
214,Large,ProjImpliedCuts,1,644.067357975807,0.09200000762939453
215,Large,ProjImpliedCuts,2,644.067357975807,0.11599993705749512
216,Large,PSDCuts,-1,644.067357975807,0.10599994659423828
217,Large,PSDCuts,0,644.067357975807,0.10000014305114746
218,Large,PSDCuts,1,644.067357975807,0.3410000801086426
219,Large,PSDCuts,2,644.067357975807,0.11699986457824707
220,Large,RelaxLiftCuts,-1,644.067357975807,0.10599994659423828
221,Large,RelaxLiftCuts,0,644.067357975807,0.1119999885559082
222,Large,RelaxLiftCuts,1,644.067357975807,0.11099982261657715
223,Large,RelaxLiftCuts,2,644.067357975807,0.12000012397766113
224,Large,RLTCuts,-1,644.067357975807,0.13300013542175293
225,Large,RLTCuts,0,644.067357975807,0.3410000801086426
226,Large,RLTCuts,1,644.067357975807,0.1419999599456787
227,Large,RLTCuts,2,644.067357975807,0.09999990463256836
228,Large,StrongCGCuts,-1,644.067357975807,0.09399986267089844
229,Large,StrongCGCuts,0,644.067357975807,0.09399986267089844
230,Large,StrongCGCuts,1,644.067357975807,0.1099998950958252
231,Large,StrongCGCuts,2,644.067357975807,0.1099998950958252
232,Large,SubMIPCuts,-1,644.067357975807,0.24300003051757812
233,Large,SubMIPCuts,0,644.067357975807,0.13399982452392578
234,Large,SubMIPCuts,1,644.067357975807,0.1120002269744873
235,Large,SubMIPCuts,2,644.067357975807,0.13700008392333984
236,Large,ZeroHalfCuts,-1,644.067357975807,0.10299992561340332
237,Large,ZeroHalfCuts,0,644.067357975807,0.11700010299682617
238,Large,ZeroHalfCuts,1,644.067357975807,0.10099983215332031
239,Large,ZeroHalfCuts,2,644.067357975807,0.19800019264221191
